,tweet_id,text,link,created_at,timestamp_ms,user_id,user_name,user_screen_name,user_location,geo,coordinates,place_full_name,place_country,retweeted_status_id,in_reply_to_status_id,sarcasm_value,processed_tweets,polarity_scores,compounded,neutral,positive,negative,candidate
957,1.31708e+18,"RT @bdomenech: After you doxx this minority woman who dared to nod behind Trump, I'd like to see you debate her.",https://twitter.com/KO92792/status/1317080151239307264,16/10/2020 12:29,1602850000000.0,7.87666e+17,Septmber Rose,KO92792,,,,,,1.31692e+18,,-42,RT After doxx minority woman dared nod behind Trump Id like see debate,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}",0.3612,0.828,0.172,0.0,Trump
961,1.31708e+18,RT @ChuckCallesto: BREAKING: Gateway Pundit is REPORTING AI has now CONFIRMED that the Hunter Biden Email Photos Are Legitimate and Real...,https://twitter.com/Kathlee94488703/status/1317080151512010752,16/10/2020 12:29,1602850000000.0,8.13838e+17,Kathleen Clark,Kathlee94488703,,,,,,1.31683e+18,,18,RT BREAKING Gateway Pundit REPORTING AI CONFIRMED Hunter Biden Email Photos Are Legitimate Real,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
962,1.31708e+18,"RT @LeoDube: Who enjoyed the
Savannah Guthrie / Donald Trump debate? https://t.co/MBkZUrljOT",https://twitter.com/P4tR10tBoo/status/1317080151528677376,16/10/2020 12:29,1602850000000.0,601364131.0,Boo👻,P4tR10tBoo,I'm RIGHT Here... ,,,,,1.31705e+18,,36,RT Who enjoyed Savannah Guthrie Donald Trump debate httpstcoM BkZ UrljOT,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.5106}",0.5106,0.752,0.248,0.0,Trump
963,1.31708e+18,RT @PalmerReport: Donald Trump somehow lost the second presidential debate to Savannah Guthrie,https://twitter.com/earlestation1/status/1317080151734292483,16/10/2020 12:29,1602850000000.0,9.74064e+17,earlestation,earlestation1,,,,,,1.31694e+18,,-54,RT Donald Trump somehow lost second presidential debate Savannah Guthrie,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.3182}",-0.3182,0.796,0.0,0.204,Trump
968,1.31708e+18,RT @TheBabylonBee: President Trump Declares The Babylon Bee His Most-Trusted News Source https://t.co/oObdxaH3w6,https://twitter.com/Lananalula/status/1317080155127414784,16/10/2020 12:29,1602850000000.0,608040065.0,Lula Rodriguez,Lananalula,"Key Biscayne, FL",,,,,1.31707e+18,,-6,RT President Trump Declares The Babylon Bee His Most Trusted News Source httpstcoo ObdxaH3w6,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5256}",0.5256,0.793,0.207,0.0,Trump
969,1.31708e+18,"RT @thehill: President Trump says ""the red wave is coming."" https://t.co/dXGrddgJY6",https://twitter.com/Bf77Stud/status/1317080155135877120,16/10/2020 12:29,1602850000000.0,1.19772e+18,1776 Patriot,Bf77Stud,,,,,,1.31692e+18,,85,RT President Trump says red wave coming httpstcodX GrddgJY6,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
970,1.31708e+18,RT @Mimirocah1: As we suspected but no less shocking &amp; reprehensible.  https://t.co/bCVZ8hTxwV,https://twitter.com/theotherPepo/status/1317080155140083712,16/10/2020 12:29,1602850000000.0,68849033.0,Pepo Misio,theotherPepo,New York City,,,,,1.31689e+18,,15,RT As suspected less shocking amp reprehensible httpstcobCVZ8h TxwV,"{'neg': 0.381, 'neu': 0.619, 'pos': 0.0, 'compound': -0.5118}",-0.5118,0.619,0.0,0.381,Trump
971,1.31708e+18,"RT @elenochle: Tucker mentions Q, then Trump asked a Q question.
Interesting.",https://twitter.com/critterwoman/status/1317080155324645381,16/10/2020 12:29,1602850000000.0,25342132.0,Sherry Miller,critterwoman,,,,,,1.3169e+18,,-27,RT Tucker mentions Q Trump asked Q question Interesting,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}",0.4019,0.69,0.31,0.0,Trump
972,1.31708e+18,"@AlanaKStewart @NBCNews 1) they hate Trump
2) they eat, sleep, breathe every moment ""politics""
3) they are evil = pro-choice, baby killers",https://twitter.com/SusanLMorris2/status/1317080155253329920,16/10/2020 12:29,1602850000000.0,8.20816e+17,Susan Morris,SusanLMorris2,,,,,,,1.31691e+18,20,1 hate Trump2 eat sleep breathe every moment politics3 evil prochoice baby killers,"{'neg': 0.579, 'neu': 0.421, 'pos': 0.0, 'compound': -0.9246}",-0.9246,0.421,0.0,0.579,Trump
973,1.31708e+18,RT @CLTHawk27: @NBCNewsPR @SavannahGuthrie It sounded like Guthrie had a hard on for Trump and was not acting as a objective moderator.,https://twitter.com/mserre2/status/1317080155513303041,16/10/2020 12:29,1602850000000.0,1.17884e+18,mserre,mserre2,,,,,,1.31694e+18,,-33,RT It sounded like Guthrie hard Trump acting objective moderator,"{'neg': 0.118, 'neu': 0.672, 'pos': 0.21, 'compound': 0.2732}",0.2732,0.672,0.21,0.118,Trump
975,1.31708e+18,RT @greggutfeld: i'm glad trump agreed to another debate. didn't realize it would be with Savannah Guthrie.,https://twitter.com/izattc/status/1317080155714588672,16/10/2020 12:29,1602850000000.0,88929040.0,CeyeZatt Deplorable,izattc,Tennessee,,,,,1.3169e+18,,-20,RT im glad trump agreed another debate didnt realize would Savannah Guthrie,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.6249}",0.6249,0.662,0.338,0.0,Trump
976,1.31708e+18,RT @ksorbs: The polls are lying. Who thinks Trump will win in a landslide?,https://twitter.com/InAbsentia9/status/1317080155744096258,16/10/2020 12:29,1602850000000.0,30266529.0,Recovering_Democrat,InAbsentia9,Tatooine...,,,,,1.31673e+18,,-26,RT The polls lying Who thinks Trump win landslide,"{'neg': 0.239, 'neu': 0.493, 'pos': 0.268, 'compound': 0.1027}",0.1027,0.493,0.268,0.239,Trump
977,1.31708e+18,RT @jsolomonReports: Battleground state polling shows tighter Trump-Biden race than national polls | Just The News https://t.co/3B2ki0rZDi,https://twitter.com/Georgia1006/status/1317080155597230082,16/10/2020 12:29,1602850000000.0,399805862.0,🇺🇸Georgia the Artist🇺🇸,Georgia1006,The Ohio State University ,,,,,1.31708e+18,,0,RT Battleground state polling shows tighter Trump Biden race national polls Just The News httpstco3B2ki0rZ Di,"{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.4019}",-0.4019,0.847,0.0,0.153,Trump
978,1.31708e+18,"Trump Vs. Biden On Environmental Policy, Climate Change : NPR https://t.co/Qcd5pC0uC6 https://t.co/qbWRJOQlqN",https://twitter.com/obsolete29/status/1317080158021521409,16/10/2020 12:29,1602850000000.0,14659978.0,"Mike Harley, Goblin Herder",obsolete29,The Internet,,,,,,,10,Trump Vs Biden On Environmental Policy Climate Change NPR httpstco Qcd5pC0uC6 httpstcoqbWRJO QlqN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
980,1.31708e+18,RT @DFBHarvard: RETWEET If you believe Savannah Guthrie tried a hatchet job on President Trump last night! https://t.co/PqfZr0w5BM,https://twitter.com/old_sales/status/1317080158696804352,16/10/2020 12:29,1602850000000.0,3313849177.0,Old Sales Guy,old_sales,North Texas,,,,,1.31707e+18,,-5,RT RETWEET If believe Savannah Guthrie tried hatchet job President Trump last night httpstco Pqf Zr0w5BM,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
982,1.31708e+18,"RT @jilevin: McConnell Has Written Off Trump, So Now It's About Crippling The Future Biden Administration https://t.co/5iTuIIMI4C",https://twitter.com/__synaesthesia/status/1317080158680043523,16/10/2020 12:29,1602850000000.0,209582666.0,karin # synesthesia,__synaesthesia,"UK, Oxford",,,,,1.31708e+18,,-30,RT Mc Connell Has Written Off Trump So Now Its About Crippling The Future Biden Administration httpstco5i TuIIMI4C,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
984,1.31708e+18,"RT @realDonaldTrump: Thank you LIBERTARIANS. We are getting it all done, and FAST! VOTE TRUMP!!!",https://twitter.com/Christy_nettles/status/1317080158818521095,16/10/2020 12:29,1602850000000.0,7.82727e+17,Christy,Christy_nettles,"Georgia, USA",,,,,1.31706e+18,,-17,RT Thank LIBERTARIANS We getting done FAST VOTE TRUMP,"{'neg': 0.0, 'neu': 0.618, 'pos': 0.382, 'compound': 0.516}",0.516,0.618,0.382,0.0,Trump
988,1.31708e+18,"RT @BorisTrump6: Anyone who votes for Trump supports domestic terrorism.

Simples.",https://twitter.com/RadioTech181/status/1317080159481200640,16/10/2020 12:29,1602850000000.0,74572390.0,Radiotech,RadioTech181,Radio Valhalla,,,,,1.31706e+18,,-57,RT Anyone votes Trump supports domestic terrorism Simples,"{'neg': 0.351, 'neu': 0.458, 'pos': 0.191, 'compound': -0.4767}",-0.4767,0.458,0.191,0.351,Trump
990,1.31708e+18,RT @realDonaldTrump: Biden lied Pennsylvania!,https://twitter.com/halfishman9ine2/status/1317080159489437696,16/10/2020 12:29,1602850000000.0,1.2628e+18,halfishman9ine2,halfishman9ine2,,,,,,1.31706e+18,,-49,RT Biden lied Pennsylvania,"{'neg': 0.464, 'neu': 0.536, 'pos': 0.0, 'compound': -0.3818}",-0.3818,0.536,0.0,0.464,Trump
991,1.31708e+18,"RT @abbydphillip: I think the suburban women will love Trump telling Savannah Guthrie sarcastically that she is ""so cute.""",https://twitter.com/hooleegaschy/status/1317080159527325696,16/10/2020 12:29,1602850000000.0,1.27014e+18,Meerschantees Hooleegaschy,hooleegaschy,,,,,,1.3169e+18,,81,RT I think suburban women love Trump telling Savannah Guthrie sarcastically cute,"{'neg': 0.121, 'neu': 0.462, 'pos': 0.416, 'compound': 0.7269}",0.7269,0.462,0.416,0.121,Trump
994,1.31708e+18,RT @DearAuntCrabby: How can any Republican vote for Trump with this type of indictment going on in their own party?,https://twitter.com/amm1670345/status/1317080159850319873,16/10/2020 12:29,1602850000000.0,961387592.0,Bklynborn38,amm1670345,,,,,,1.31706e+18,,-44,RT How Republican vote Trump type indictment going party,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}",0.4019,0.748,0.252,0.0,Trump
995,1.31708e+18,RT @realDonaldTrump: Thank you!,https://twitter.com/LovesAmerica5/status/1317080162975076352,16/10/2020 12:29,1602850000000.0,1.26135e+18,LovesAmerica,LovesAmerica5,,,,,,1.31704e+18,,-7,RT Thank,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,0.286,0.714,0.0,Trump
996,1.31708e+18,RT @UrbanAchievr: Crazy Uncle Trump thinks the Babylon Bee is real https://t.co/YBwLQDz18k,https://twitter.com/roofusfirefly/status/1317080163033640960,16/10/2020 12:29,1602850000000.0,34240435.0,adam,roofusfirefly,,,,,,1.31705e+18,,-15,RT Crazy Uncle Trump thinks Babylon Bee real httpstcoY BwLQ Dz18k,"{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.34}",-0.34,0.806,0.0,0.194,Trump
997,1.31708e+18,RT @anthonyvclark20: I wish we hated the system that led to Trump as much as we hate Trump......,https://twitter.com/rvulatic/status/1317080163218280454,16/10/2020 12:29,1602850000000.0,108156096.0,ron vulatic,rvulatic,,,,,,1.31679e+18,,-69,RT I wish hated system led Trump much hate Trump,"{'neg': 0.476, 'neu': 0.361, 'pos': 0.163, 'compound': -0.7351}",-0.7351,0.361,0.163,0.476,Trump
998,1.31708e+18,RT @MattWalshBlog: Can we just focus on the fact that leftists doxxed a woman for sitting behind Trump and nodding during his town hall,https://twitter.com/FatHead527/status/1317080163453079552,16/10/2020 12:29,1602850000000.0,1.16238e+18,Frank Taigler,FatHead527,,,,,,1.31707e+18,,-41,RT Can focus fact leftists doxxed woman sitting behind Trump nodding town hall,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
999,1.31708e+18,RT @realDonaldTrump: Thank you! https://t.co/XIEd0dSEvA,https://twitter.com/Timothy_de_Illy/status/1317080163444617218,16/10/2020 12:29,1602850000000.0,9.7101e+17,❌ Timothy de Illy ❌,Timothy_de_Illy,"Virginia, USA",,,,,1.31704e+18,,14,RT Thank httpstcoXI Ed0dS EvA,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,0.615,0.385,0.0,Trump
1001,1.31708e+18,RT @realDonaldTrump: Thank you!,https://twitter.com/Antonio11714951/status/1317080163386069012,16/10/2020 12:29,1602850000000.0,1.25189e+18,RedPill TMB,Antonio11714951,"Buffalo, NY",,,,,1.31704e+18,,-7,RT Thank,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,0.286,0.714,0.0,Trump
1003,1.31708e+18,RT @realTuckFrumper: Fox News Founder Rupert Murdoch Says Biden Will Beat Trump in a Landslide on Election Day https://t.co/mEQLWJV3Yx,https://twitter.com/Joe_Glidden/status/1317080163738218496,16/10/2020 12:29,1602850000000.0,8.30883e+17,Department of Redundancy Department 🌊,Joe_Glidden,United States,,,,,1.31696e+18,,-24,RT Fox News Founder Rupert Murdoch Says Biden Will Beat Trump Landslide Election Day httpstcomEQLWJV3 Yx,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
1004,1.31708e+18,RT @TheBabylonBee: President Trump Declares The Babylon Bee His Most-Trusted News Source https://t.co/oObdxaH3w6,https://twitter.com/A8420S/status/1317080163818086406,16/10/2020 12:29,1602850000000.0,1.18058e+18,A8420S,A8420S,,,,,,1.31707e+18,,-6,RT President Trump Declares The Babylon Bee His Most Trusted News Source httpstcoo ObdxaH3w6,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5256}",0.5256,0.793,0.207,0.0,Trump
1005,1.31708e+18,RT @gtconway3d: It's amazing how much contempt @realDonaldTrump's own aides have for him.,https://twitter.com/NancyKlapak/status/1317080163654402054,16/10/2020 12:29,1602850000000.0,1418593225.0,Nancy Klapak,NancyKlapak,"Arizona, USA",,,,,1.31694e+18,,-33,RT Its amazing much contempt aides,"{'neg': 0.328, 'neu': 0.345, 'pos': 0.328, 'compound': 0.0}",0.0,0.345,0.328,0.328,Trump
1006,1.31708e+18,Trump quote christelijke satirische site als nieuwsbron.,https://twitter.com/wilcodelange/status/1317080162979188737,16/10/2020 12:29,1602850000000.0,21704229.0,wilco de lange,wilcodelange,Ede,,,"Ede, Nederland",Nederland,,,-6,Trump quote christelijke satirische site als nieuwsbron,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
1009,1.31708e+18,"@AriFleischer Right, because trump WONT OR CANT answer a question. So you have to keep asking the same question over and over",https://twitter.com/1god2golf/status/1317080163943940096,16/10/2020 12:29,1602850000000.0,7.55439e+17,JEFF,1god2golf,"Massachusetts, USA",,,,,,1.3169e+18,20,Right trump WONT OR CANT answer question So keep asking question,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
1012,1.31708e+18,"RT @Timcast: In other news Trump falls for a Babylon Bee article

i love 2020",https://twitter.com/KathySueHurt1/status/1317080161771261957,16/10/2020 12:29,1602850000000.0,9.38737e+17,Kathy Sue Cox,KathySueHurt1,"Kentucky, USA",,,,,1.31705e+18,,-28,RT In news Trump falls Babylon Bee articlei love 2020,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}",0.6369,0.682,0.318,0.0,Trump
1015,1.31708e+18,"RT @funder: Network YouTube views as of 9pm

Biden: 507,445 ABC
Trump: 153,660 NBC",https://twitter.com/laxman0212/status/1317080167173545984,16/10/2020 12:29,1602850000000.0,374656490.0,Alex,laxman0212,"Columbus, Ohio",,,,,1.31708e+18,,-28,RT Network You Tube views 9pm Biden 507445 ABC Trump 153660 NBC,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
1016,1.31708e+18,"RT @MrMichaelBurkes: Give me a ""Trump 2020"" if you're voting for Trump in 19 days.",https://twitter.com/RustyParker15/status/1317080167206903808,16/10/2020 12:29,1602850000000.0,1.16234e+18,Rusty Parker,RustyParker15,"Cullman, AL",,,,,1.31688e+18,,53,RT Give Trump 2020 youre voting Trump 19 days,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
1017,1.31708e+18,RT @hodgetwins: This tweet goes out to the woman nodding for Trump. Retweet this so she sees it. She deserves a medal.,https://twitter.com/Qoe1Sondra/status/1317080167328718848,16/10/2020 12:29,1602850000000.0,1.20205e+18,SondraQOE1,Qoe1Sondra,"Texas, USA",,,,,1.3169e+18,,-34,RT This tweet goes woman nodding Trump Retweet sees She deserves medal,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.4767}",0.4767,0.78,0.22,0.0,Trump
1018,1.31708e+18,"RT @FoxNews: Audience member nodding along with Trump during NBC town hall goes viral

https://t.co/Dd0iWz1C0c",https://twitter.com/vidarpedersen15/status/1317080167337132035,16/10/2020 12:29,1602850000000.0,1.18014e+18,vidar pedersen,vidarpedersen15,Norway,,,,,1.31708e+18,,-17,RT Audience member nodding along Trump NBC town hall goes viralhttpstco Dd0i Wz1C0c,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
1022,1.31708e+18,"RT @usambovu: #BREAKING : Minnesota department of health:  342 Covid 19 cases in Minnesota has been linked to Trump's Rally 

 #MorningJoe",https://twitter.com/LMvoteBlue/status/1317080167760551936,16/10/2020 12:29,1602850000000.0,1.24479e+18,LM - Fire Chuck Todd 🌊🌊🌊,LMvoteBlue,"Los Angeles, CA",,,,,1.31671e+18,,45,RT BREAKING Minnesota department health 342 Covid 19 cases Minnesota linked Trumps Rally Morning Joe,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
1024,1.31708e+18,RT @MattWalshBlog: Can we just focus on the fact that leftists doxxed a woman for sitting behind Trump and nodding during his town hall,https://twitter.com/Susan58128393/status/1317080167999819776,16/10/2020 12:29,1602850000000.0,7.91765e+17,Susan,Susan58128393,,,,,,1.31707e+18,,-41,RT Can focus fact leftists doxxed woman sitting behind Trump nodding town hall,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
1025,1.31708e+18,"RT @angrymaxfuryst: ""Biden voters have tiny dicks and can't get laid and are also gay""

Trump voters: https://t.co/vEQKEQf9cm",https://twitter.com/dingledodie77/status/1317080167899140096,16/10/2020 12:29,1602850000000.0,111676932.0,♥️♠️ Evelyn ♦️♣️,dingledodie77,Scotland,,,,,1.31708e+18,,47,RT Biden voters tiny dicks cant get laid also gay Trump voters httpstcovEQKE Qf9cm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
1032,1.31708e+18,"RT @RealLPoslaiko: When the smoke clears, Pelosi impeached Trump for what Biden &amp; son actually did! https://t.co/RGGO1Ij2cx",https://twitter.com/planb_usa/status/1317080171313352704,16/10/2020 12:29,1602850000000.0,138443218.0,Da Prat,planb_usa,United States,,,,,1.31702e+18,,-55,RT When smoke clears Pelosi impeached Trump Biden amp son actually httpstcoRGGO1 Ij2cx,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.0772}",0.0772,0.902,0.098,0.0,Trump
1033,1.31708e+18,"RT @HillaryClinton: The fact is that Donald Trump has no plan for this.

@JoeBiden does. 

https://t.co/JSx3WOS9sB",https://twitter.com/ABQMcD/status/1317080171296354309,16/10/2020 12:29,1602850000000.0,1.14909e+18,Lauren McDougall,ABQMcD,"Albuquerque, NM",,,,,1.31681e+18,,-8,RT The fact Donald Trump plan httpstcoJ Sx3WOS9sB,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
1034,1.31708e+18,RT @TMZ: Tommy Lee Swears He's Moving to Europe if Trump Wins Reelection https://t.co/8kjehbLvxV,https://twitter.com/HrBalla/status/1317080171481092096,16/10/2020 12:29,1602850000000.0,1973873155.0,Heather Reid 27✊🏾,HrBalla,,,,,,1.31682e+18,,-41,RT Tommy Lee Swears Hes Moving Europe Trump Wins Reelection httpstco8kjehb LvxV,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.5994}",0.5994,0.671,0.329,0.0,Trump
1042,1.31708e+18,"RT @BeautyBind: And then announced she was voting for Biden. 

I hope Trump has tissues.",https://twitter.com/Art7767335429/status/1317080172370251778,16/10/2020 12:29,1602850000000.0,1.30413e+18,Art77,Art7767335429,,,,,,1.31708e+18,,-34,RT And announced voting Biden I hope Trump tissues,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,0.707,0.293,0.0,Trump
1044,1.31708e+18,"RT @JenniferLinn17: trump on NBC: 153,660 viewers 
Biden on ABC:  507,445 viewers",https://twitter.com/skymarkeer/status/1317080172592570374,16/10/2020 12:29,1602850000000.0,30745312.0,kpm,skymarkeer,"St Louis, MO",,,,,1.31698e+18,,-53,RT trump NBC 153660 viewers Biden ABC 507445 viewers,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
1047,1.31708e+18,"RT @PalmerReport: I'm one of Donald Trump's biggest critics, and even I didn't think Trump could fuck up as badly as he did tonight.",https://twitter.com/lynnsations/status/1317080175562149890,16/10/2020 12:29,1602850000000.0,1.04584e+18,Lynnsations,lynnsations,,,,,,1.31693e+18,,-4,RT Im one Donald Trumps biggest critics even I didnt think Trump could fuck badly tonight,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.8316}",-0.8316,0.577,0.0,0.423,Trump
1051,1.31708e+18,"RT @funder: Network YouTube views as of 9pm

Biden: 507,445 ABC
Trump: 153,660 NBC",https://twitter.com/Katj512/status/1317080176187052032,16/10/2020 12:29,1602850000000.0,2165052054.0,"Mr. Vice President, I'm speaking",Katj512,"Texas, USA",,,,,1.31708e+18,,-28,RT Network You Tube views 9pm Biden 507445 ABC Trump 153660 NBC,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
1055,1.31708e+18,RT @realDonaldTrump: Thank you!,https://twitter.com/Cub33Q/status/1317080176266792960,16/10/2020 12:29,1602850000000.0,1.04246e+18,CubCub33,Cub33Q,United States of America,,,,,1.31704e+18,,-7,RT Thank,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,0.286,0.714,0.0,Trump
1057,1.31708e+18,RT @DrJasonJohnson: Trump thinks Black Men are Stupid that's why he met with Ice Cube. https://t.co/xmOwT5T3dB,https://twitter.com/MaggieChavarri5/status/1317080176249966593,16/10/2020 12:29,1602850000000.0,8.97866e+17,Maggie Chavarria🇭🇹,MaggieChavarri5,Southwest Florida,,,,,1.31689e+18,,-12,RT Trump thinks Black Men Stupid thats met Ice Cube httpstcoxm OwT5T3dB,"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",-0.5267,0.764,0.0,0.236,Trump
1061,1.31708e+18,"RT @KristiNoem: While Savannah Guthrie debates @realDonaldTrump, George Stephanopoulos is playing patty-cake with Biden.",https://twitter.com/Pedal2DMetals/status/1317080176770113536,16/10/2020 12:29,1602850000000.0,2856066637.0,UGA Dawg ⭐️⭐️⭐️,Pedal2DMetals,"Valdosta, GA",,,,,1.3169e+18,,-53,RT While Savannah Guthrie debates George Stephanopoulos playing pattycake Biden,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}",0.2023,0.833,0.167,0.0,Trump
1064,1.31708e+18,@DavidNakamura Trump is right !,https://twitter.com/LRrenn/status/1317080177076219905,16/10/2020 12:29,1602850000000.0,8.79846e+17,Lois Rrenn,LRrenn,,,,,,,1.31675e+18,2,Trump right,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
1066,1.31708e+18,"RT @funder: Network YouTube views as of 9pm

Biden: 507,445 ABC
Trump: 153,660 NBC",https://twitter.com/jp_burnett/status/1317080179840307200,16/10/2020 12:29,1602850000000.0,519658491.0,Jeanpaul Burnett,jp_burnett,"Jacksonville, FL",,,,,1.31708e+18,,-28,RT Network You Tube views 9pm Biden 507445 ABC Trump 153660 NBC,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Trump
1068,1.31708e+18,this is what happens when you assume Trump cares about you,https://twitter.com/debrahatesdonal/status/1317080179706155009,16/10/2020 12:29,1602850000000.0,8.22494e+17,debra hall,debrahatesdonal,,,,,,,,-27,happens assume Trump cares,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.4588}",0.4588,0.5,0.5,0.0,Trump
1070,1.31708e+18,"RT @AliVelshi: GOP Sen. Sasse unleashes scathing attack on Trump, 'TV-obsessed' narcissist https://t.co/1nERYdPoXn",https://twitter.com/eyeofthegoddess/status/1317080180016427008,16/10/2020 12:29,1602850000000.0,381829318.0,Debbie Russell #KHive #TeamJaime,eyeofthegoddess,DemCastMD,,,,,1.31708e+18,,-18,RT GOP Sen Sasse unleashes scathing attack Trump T Vobsessed narcissist httpstco1nER Yd Po Xn,"{'neg': 0.358, 'neu': 0.642, 'pos': 0.0, 'compound': -0.7717}",-0.7717,0.642,0.0,0.358,Trump
1071,1.31708e+18,"RT @thebradfordfile: OMG. There is a woman behind Trump nodding in agreement when he answers every question. 

I love it.",https://twitter.com/PattiSwfl/status/1317080179953500161,16/10/2020 12:29,1602850000000.0,7.89436e+17,PM,PattiSwfl,"Florida, USA",,,,,1.3169e+18,,-18,RT OMG There woman behind Trump nodding agreement answers every question I love,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.8126}",0.8126,0.575,0.425,0.0,Trump
1075,1.31708e+18,Who thinks Trump called in a favor to shut down Twitter last night?,https://twitter.com/John_Beckham14/status/1317080180545015809,16/10/2020 12:29,1602850000000.0,9.88828e+17,Todd B,John_Beckham14,"Virginia, USA",,,,,,,-22,Who thinks Trump called favor shut Twitter last night,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}",0.4019,0.748,0.252,0.0,Trump
1078,1.31708e+18,"RT @RealJamesWoods: President Trump served this nation well, when he fired you after a week on the job.",https://twitter.com/rs2orlando/status/1317080180674990082,16/10/2020 12:29,1602850000000.0,3245154826.0,@RideshareFan🇺🇸🐸,rs2orlando,,,,,,1.31696e+18,,-16,RT President Trump served nation well fired week job,"{'neg': 0.283, 'neu': 0.551, 'pos': 0.165, 'compound': -0.3612}",-0.3612,0.551,0.165,0.283,Trump
